awardEditionLabel,year,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time,imdbid,tmdbid,bechdeltest_rating,human,genderLabel,humanLabel
86th Academy Awards,2014,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1392744,The Wolf of Wall Street,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2014-03-02T00:00:00Z,tt0993846,106646,3,http://www.wikidata.org/entity/Q313388,male,Jonah Hill
86th Academy Awards,2014,Academy Award for Best Director,http://www.wikidata.org/entity/Q1392744,The Wolf of Wall Street,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2014-03-02T00:00:00Z,tt0993846,106646,3,http://www.wikidata.org/entity/Q41148,male,Martin Scorsese
86th Academy Awards,2014,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1392744,The Wolf of Wall Street,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2014-03-02T00:00:00Z,tt0993846,106646,3,http://www.wikidata.org/entity/Q38111,male,Leonardo DiCaprio
86th Academy Awards,2014,Academy Award for Best Picture,http://www.wikidata.org/entity/Q2579784,Gravity,http://www.wikidata.org/entity/Q28028,Alfonso Cuarón,2014-03-02T00:00:00Z,tt1454468,49047,0,http://www.wikidata.org/entity/Q319986,male,David Heyman
86th Academy Awards,2014,Academy Award for Best Director,http://www.wikidata.org/entity/Q2579784,Gravity,http://www.wikidata.org/entity/Q28028,Alfonso Cuarón,2014-03-02T00:00:00Z,tt1454468,49047,0,http://www.wikidata.org/entity/Q28028,male,Alfonso Cuarón
86th Academy Awards,2014,Academy Award for Best Actress,http://www.wikidata.org/entity/Q2579784,Gravity,http://www.wikidata.org/entity/Q28028,Alfonso Cuarón,2014-03-02T00:00:00Z,tt1454468,49047,0,http://www.wikidata.org/entity/Q40791,female,Sandra Bullock
85th Academy Awards,2013,Academy Award for Best Actress,http://www.wikidata.org/entity/Q166462,Beasts of the Southern Wild,http://www.wikidata.org/entity/Q555180,Benh Zeitlin,2013-02-24T00:00:00Z,tt2125435,84175,3,http://www.wikidata.org/entity/Q1651742,female,Quvenzhané Wallis
85th Academy Awards,2013,Academy Award for Best Director,http://www.wikidata.org/entity/Q166462,Beasts of the Southern Wild,http://www.wikidata.org/entity/Q555180,Benh Zeitlin,2013-02-24T00:00:00Z,tt2125435,84175,3,http://www.wikidata.org/entity/Q555180,male,Benh Zeitlin
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q166462,Beasts of the Southern Wild,http://www.wikidata.org/entity/Q555180,Benh Zeitlin,2013-02-24T00:00:00Z,tt2125435,84175,3,http://www.wikidata.org/entity/Q15821846,,Josh Penn
85th Academy Awards,2013,Academy Award for Best Director,http://www.wikidata.org/entity/Q152780,Life of Pi,http://www.wikidata.org/entity/Q160726,Ang Lee,2013-02-24T00:00:00Z,tt0454876,87827,1,http://www.wikidata.org/entity/Q160726,male,Ang Lee
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q152780,Life of Pi,http://www.wikidata.org/entity/Q160726,Ang Lee,2013-02-24T00:00:00Z,tt0454876,87827,1,http://www.wikidata.org/entity/Q15812274,male,Gil Netter
85th Academy Awards,2013,Academy Award for Best Actress,http://www.wikidata.org/entity/Q152531,Zero Dark Thirty,http://www.wikidata.org/entity/Q34816,Kathryn Bigelow,2013-02-24T00:00:00Z,tt1790885,97630,3,http://www.wikidata.org/entity/Q229313,female,Jessica Chastain
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q152531,Zero Dark Thirty,http://www.wikidata.org/entity/Q34816,Kathryn Bigelow,2013-02-24T00:00:00Z,tt1790885,97630,3,http://www.wikidata.org/entity/Q370765,male,Mark Boal
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q59653,Argo,http://www.wikidata.org/entity/Q483118,Ben Affleck,2013-02-24T00:00:00Z,tt1024648,68734,3,http://www.wikidata.org/entity/Q710180,male,Grant Heslov
85th Academy Awards,2013,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q59653,Argo,http://www.wikidata.org/entity/Q483118,Ben Affleck,2013-02-24T00:00:00Z,tt1024648,68734,3,http://www.wikidata.org/entity/Q108283,male,Alan Arkin
85th Academy Awards,2013,Academy Award for Best Director,http://www.wikidata.org/entity/Q32433,Lincoln,http://www.wikidata.org/entity/Q8877,Steven Spielberg,2013-02-24T00:00:00Z,tt0443272,72976,3,http://www.wikidata.org/entity/Q8877,male,Steven Spielberg
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q32433,Lincoln,http://www.wikidata.org/entity/Q8877,Steven Spielberg,2013-02-24T00:00:00Z,tt0443272,72976,3,http://www.wikidata.org/entity/Q237207,female,Kathleen Kennedy
85th Academy Awards,2013,Academy Award for Best Actor,http://www.wikidata.org/entity/Q32433,Lincoln,http://www.wikidata.org/entity/Q8877,Steven Spielberg,2013-02-24T00:00:00Z,tt0443272,72976,3,http://www.wikidata.org/entity/Q166389,male,Daniel Day-Lewis
85th Academy Awards,2013,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q32433,Lincoln,http://www.wikidata.org/entity/Q8877,Steven Spielberg,2013-02-24T00:00:00Z,tt0443272,72976,3,http://www.wikidata.org/entity/Q170587,male,Tommy Lee Jones
85th Academy Awards,2013,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q32433,Lincoln,http://www.wikidata.org/entity/Q8877,Steven Spielberg,2013-02-24T00:00:00Z,tt0443272,72976,3,http://www.wikidata.org/entity/Q187033,female,Sally Field
85th Academy Awards,2013,Academy Award for Best Actor,http://www.wikidata.org/entity/Q28234,Les Misérables,http://www.wikidata.org/entity/Q295912,Tom Hooper,2013-02-24T00:00:00Z,tt1707386,82695,3,http://www.wikidata.org/entity/Q129591,male,Hugh Jackman
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q28234,Les Misérables,http://www.wikidata.org/entity/Q295912,Tom Hooper,2013-02-24T00:00:00Z,tt1707386,82695,3,http://www.wikidata.org/entity/Q712928,male,Cameron Mackintosh
85th Academy Awards,2013,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q28234,Les Misérables,http://www.wikidata.org/entity/Q295912,Tom Hooper,2013-02-24T00:00:00Z,tt1707386,82695,3,http://www.wikidata.org/entity/Q36301,female,Anne Hathaway
85th Academy Awards,2013,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,http://www.wikidata.org/entity/Q314342,David O. Russell,2013-02-24T00:00:00Z,tt1045658,82693,3,http://www.wikidata.org/entity/Q36949,male,Robert De Niro
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,http://www.wikidata.org/entity/Q314342,David O. Russell,2013-02-24T00:00:00Z,tt1045658,82693,3,http://www.wikidata.org/entity/Q439364,female,Donna Gigliotti
85th Academy Awards,2013,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,http://www.wikidata.org/entity/Q314342,David O. Russell,2013-02-24T00:00:00Z,tt1045658,82693,3,http://www.wikidata.org/entity/Q241897,female,Jacki Weaver
85th Academy Awards,2013,Academy Award for Best Actor,http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,http://www.wikidata.org/entity/Q314342,David O. Russell,2013-02-24T00:00:00Z,tt1045658,82693,3,http://www.wikidata.org/entity/Q205707,male,Bradley Cooper
85th Academy Awards,2013,Academy Award for Best Actress,http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,http://www.wikidata.org/entity/Q314342,David O. Russell,2013-02-24T00:00:00Z,tt1045658,82693,3,http://www.wikidata.org/entity/Q189490,female,Jennifer Lawrence
85th Academy Awards,2013,Academy Award for Best Director,http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,http://www.wikidata.org/entity/Q314342,David O. Russell,2013-02-24T00:00:00Z,tt1045658,82693,3,http://www.wikidata.org/entity/Q314342,male,David O. Russell
85th Academy Awards,2013,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q514416,The Sessions,http://www.wikidata.org/entity/Q933562,Ben Lewin,2013-02-24T00:00:00Z,tt1866249,113947,2,http://www.wikidata.org/entity/Q170574,female,Helen Hunt
85th Academy Awards,2013,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q283586,The Master,http://www.wikidata.org/entity/Q25132,Paul Thomas Anderson,2013-02-24T00:00:00Z,tt1560747,68722,1,http://www.wikidata.org/entity/Q481832,female,Amy Adams
85th Academy Awards,2013,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q283586,The Master,http://www.wikidata.org/entity/Q25132,Paul Thomas Anderson,2013-02-24T00:00:00Z,tt1560747,68722,1,http://www.wikidata.org/entity/Q180560,male,Philip Seymour Hoffman
85th Academy Awards,2013,Academy Award for Best Actor,http://www.wikidata.org/entity/Q283586,The Master,http://www.wikidata.org/entity/Q25132,Paul Thomas Anderson,2013-02-24T00:00:00Z,tt1560747,68722,1,http://www.wikidata.org/entity/Q185140,male,Joaquin Phoenix
85th Academy Awards,2013,Academy Award for Best Actress,http://www.wikidata.org/entity/Q277038,The Impossible,http://www.wikidata.org/entity/Q932019,J. A. Bayona,2013-02-24T00:00:00Z,tt1649419,80278,2,http://www.wikidata.org/entity/Q132616,female,Naomi Watts
85th Academy Awards,2013,Academy Award for Best Actor,http://www.wikidata.org/entity/Q564298,Flight,http://www.wikidata.org/entity/Q187364,Robert Zemeckis,2013-02-24T00:00:00Z,tt1907668,87502,3,http://www.wikidata.org/entity/Q42101,male,Denzel Washington
85th Academy Awards,2013,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q571032,Django Unchained,http://www.wikidata.org/entity/Q3772,Quentin Tarantino,2013-02-24T00:00:00Z,tt1853728,68718,1,http://www.wikidata.org/entity/Q76819,male,Christoph Waltz
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q571032,Django Unchained,http://www.wikidata.org/entity/Q3772,Quentin Tarantino,2013-02-24T00:00:00Z,tt1853728,68718,1,http://www.wikidata.org/entity/Q3110579,,Reginald Hudlin
85th Academy Awards,2013,Academy Award for Best Actress,http://www.wikidata.org/entity/Q637820,Amour,http://www.wikidata.org/entity/Q84199,Michael Haneke,2013-02-24T00:00:00Z,tt1602620,86837,3,http://www.wikidata.org/entity/Q436996,female,Emmanuelle Riva
85th Academy Awards,2013,Academy Award for Best Picture,http://www.wikidata.org/entity/Q637820,Amour,http://www.wikidata.org/entity/Q84199,Michael Haneke,2013-02-24T00:00:00Z,tt1602620,86837,3,http://www.wikidata.org/entity/Q98319,male,Stefan Arndt
85th Academy Awards,2013,Academy Award for Best Director,http://www.wikidata.org/entity/Q637820,Amour,http://www.wikidata.org/entity/Q84199,Michael Haneke,2013-02-24T00:00:00Z,tt1602620,86837,3,http://www.wikidata.org/entity/Q84199,male,Michael Haneke
84th Academy Awards,2012,Academy Award for Best Director,http://www.wikidata.org/entity/Q171861,The Artist,http://www.wikidata.org/entity/Q28556,Michel Hazanavicius,2012-02-26T00:00:00Z,tt1655442,74643,1,http://www.wikidata.org/entity/Q28556,male,Michel Hazanavicius
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q171861,The Artist,http://www.wikidata.org/entity/Q28556,Michel Hazanavicius,2012-02-26T00:00:00Z,tt1655442,74643,1,http://www.wikidata.org/entity/Q117147,male,Thomas Langmann
84th Academy Awards,2012,Academy Award for Best Actor,http://www.wikidata.org/entity/Q171861,The Artist,http://www.wikidata.org/entity/Q28556,Michel Hazanavicius,2012-02-26T00:00:00Z,tt1655442,74643,1,http://www.wikidata.org/entity/Q189422,male,Jean Dujardin
84th Academy Awards,2012,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q171861,The Artist,http://www.wikidata.org/entity/Q28556,Michel Hazanavicius,2012-02-26T00:00:00Z,tt1655442,74643,1,http://www.wikidata.org/entity/Q28487,female,Bérénice Bejo
84th Academy Awards,2012,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q204374,The Help,http://www.wikidata.org/entity/Q2639828,Tate Taylor,2012-02-26T00:00:00Z,tt1454029,50014,3,http://www.wikidata.org/entity/Q229313,female,Jessica Chastain
84th Academy Awards,2012,Academy Award for Best Actress,http://www.wikidata.org/entity/Q204374,The Help,http://www.wikidata.org/entity/Q2639828,Tate Taylor,2012-02-26T00:00:00Z,tt1454029,50014,3,http://www.wikidata.org/entity/Q229181,female,Viola Davis
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q204374,The Help,http://www.wikidata.org/entity/Q2639828,Tate Taylor,2012-02-26T00:00:00Z,tt1454029,50014,3,http://www.wikidata.org/entity/Q11778321,,Michael Barnathan
84th Academy Awards,2012,Academy Award for Best Actress,http://www.wikidata.org/entity/Q474093,The Girl with the Dragon Tattoo,http://www.wikidata.org/entity/Q184903,David Fincher,2012-02-26T00:00:00Z,tt1568346,65754,1,http://www.wikidata.org/entity/Q228766,female,Rooney Mara
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q206124,Midnight in Paris,http://www.wikidata.org/entity/Q25089,Woody Allen,2012-02-26T00:00:00Z,tt1605783,59436,3,http://www.wikidata.org/entity/Q7610664,,Stephen Tenenbaum
84th Academy Awards,2012,Academy Award for Best Director,http://www.wikidata.org/entity/Q206124,Midnight in Paris,http://www.wikidata.org/entity/Q25089,Woody Allen,2012-02-26T00:00:00Z,tt1605783,59436,3,http://www.wikidata.org/entity/Q25089,male,Woody Allen
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q206576,Hugo,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2012-02-26T00:00:00Z,tt0970179,44826,3,http://www.wikidata.org/entity/Q653159,male,Graham King
84th Academy Awards,2012,Academy Award for Best Director,http://www.wikidata.org/entity/Q206576,Hugo,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2012-02-26T00:00:00Z,tt0970179,44826,3,http://www.wikidata.org/entity/Q41148,male,Martin Scorsese
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q218589,War Horse,http://www.wikidata.org/entity/Q8877,Steven Spielberg,2012-02-26T00:00:00Z,tt1568911,57212,1,http://www.wikidata.org/entity/Q237207,female,Kathleen Kennedy
84th Academy Awards,2012,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q221820,Moneyball,http://www.wikidata.org/entity/Q817863,Bennett Miller,2012-02-26T00:00:00Z,tt1210166,60308,1,http://www.wikidata.org/entity/Q313388,male,Jonah Hill
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q221820,Moneyball,http://www.wikidata.org/entity/Q817863,Bennett Miller,2012-02-26T00:00:00Z,tt1210166,60308,1,http://www.wikidata.org/entity/Q6483630,,Rachael Horovitz
84th Academy Awards,2012,Academy Award for Best Actor,http://www.wikidata.org/entity/Q221820,Moneyball,http://www.wikidata.org/entity/Q817863,Bennett Miller,2012-02-26T00:00:00Z,tt1210166,60308,1,http://www.wikidata.org/entity/Q35332,male,Brad Pitt
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q244257,The Tree of Life,http://www.wikidata.org/entity/Q215478,Terrence Malick,2012-02-26T00:00:00Z,tt0478304,8967,0,http://www.wikidata.org/entity/Q7422353,,Sarah Green
84th Academy Awards,2012,Academy Award for Best Director,http://www.wikidata.org/entity/Q244257,The Tree of Life,http://www.wikidata.org/entity/Q215478,Terrence Malick,2012-02-26T00:00:00Z,tt0478304,8967,0,http://www.wikidata.org/entity/Q215478,male,Terrence Malick
84th Academy Awards,2012,Academy Award for Best Actor,http://www.wikidata.org/entity/Q300330,A Better Life,http://www.wikidata.org/entity/Q238638,Chris Weitz,2012-02-26T00:00:00Z,tt1554091,55720,,http://www.wikidata.org/entity/Q449940,male,Demián Bichir
84th Academy Awards,2012,Academy Award for Best Actress,http://www.wikidata.org/entity/Q269810,The Iron Lady,http://www.wikidata.org/entity/Q237696,Phyllida Lloyd,2012-02-26T00:00:00Z,tt1007029,71688,3,http://www.wikidata.org/entity/Q873,female,Meryl Streep
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q273686,The Descendants,http://www.wikidata.org/entity/Q313566,Alexander Payne,2012-02-26T00:00:00Z,tt1033575,65057,3,http://www.wikidata.org/entity/Q1335583,,Jim Taylor
84th Academy Awards,2012,Academy Award for Best Actor,http://www.wikidata.org/entity/Q273686,The Descendants,http://www.wikidata.org/entity/Q313566,Alexander Payne,2012-02-26T00:00:00Z,tt1033575,65057,3,http://www.wikidata.org/entity/Q23844,male,George Clooney
84th Academy Awards,2012,Academy Award for Best Director,http://www.wikidata.org/entity/Q273686,The Descendants,http://www.wikidata.org/entity/Q313566,Alexander Payne,2012-02-26T00:00:00Z,tt1033575,65057,3,http://www.wikidata.org/entity/Q313566,male,Alexander Payne
84th Academy Awards,2012,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q581859,My Week with Marilyn,http://www.wikidata.org/entity/Q368493,Simon Curtis,2012-02-26T00:00:00Z,tt1655420,75900,3,http://www.wikidata.org/entity/Q55294,male,Kenneth Branagh
84th Academy Awards,2012,Academy Award for Best Actress,http://www.wikidata.org/entity/Q581859,My Week with Marilyn,http://www.wikidata.org/entity/Q368493,Simon Curtis,2012-02-26T00:00:00Z,tt1655420,75900,3,http://www.wikidata.org/entity/Q156796,female,Michelle Williams
84th Academy Awards,2012,Academy Award for Best Actor,http://www.wikidata.org/entity/Q681962,Tinker Tailor Soldier Spy,http://www.wikidata.org/entity/Q457656,Tomas Alfredson,2012-02-26T00:00:00Z,tt1340800,49517,1,http://www.wikidata.org/entity/Q83492,male,Gary Oldman
84th Academy Awards,2012,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q426631,Albert Nobbs,http://www.wikidata.org/entity/Q714651,Rodrigo García,2012-02-26T00:00:00Z,tt1602098,73873,3,http://www.wikidata.org/entity/Q232292,female,Janet McTeer
84th Academy Awards,2012,Academy Award for Best Actress,http://www.wikidata.org/entity/Q426631,Albert Nobbs,http://www.wikidata.org/entity/Q714651,Rodrigo García,2012-02-26T00:00:00Z,tt1602098,73873,3,http://www.wikidata.org/entity/Q372311,female,Glenn Close
84th Academy Awards,2012,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q837264,Bridesmaids,http://www.wikidata.org/entity/Q2031292,Paul Feig,2012-02-26T00:00:00Z,tt1478338,55721,3,http://www.wikidata.org/entity/Q229048,female,Melissa McCarthy
84th Academy Awards,2012,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q814343,Beginners,http://www.wikidata.org/entity/Q724098,Mike Mills,2012-02-26T00:00:00Z,tt1532503,55347,1,http://www.wikidata.org/entity/Q190523,male,Christopher Plummer
84th Academy Awards,2012,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1415964,Warrior,http://www.wikidata.org/entity/Q3099599,Gavin O'Connor,2012-02-26T00:00:00Z,tt1291584,59440,1,http://www.wikidata.org/entity/Q188018,male,Nick Nolte
84th Academy Awards,2012,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q918769,Extremely Loud and Incredibly Close,http://www.wikidata.org/entity/Q313506,Stephen Daldry,2012-02-26T00:00:00Z,tt0477302,64685,2,http://www.wikidata.org/entity/Q203215,male,Max von Sydow
84th Academy Awards,2012,Academy Award for Best Picture,http://www.wikidata.org/entity/Q918769,Extremely Loud and Incredibly Close,http://www.wikidata.org/entity/Q313506,Stephen Daldry,2012-02-26T00:00:00Z,tt0477302,64685,2,http://www.wikidata.org/entity/Q461529,male,Scott Rudin
83rd Academy Awards,2011,Academy Award for Best Actress,http://www.wikidata.org/entity/Q180214,Black Swan,http://www.wikidata.org/entity/Q192762,Darren Aronofsky,2011-02-27T00:00:00Z,tt0947798,44214,3,,,
83rd Academy Awards,2011,Academy Award for Best Director,http://www.wikidata.org/entity/Q180214,Black Swan,http://www.wikidata.org/entity/Q192762,Darren Aronofsky,2011-02-27T00:00:00Z,tt0947798,44214,3,http://www.wikidata.org/entity/Q192762,male,Darren Aronofsky
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q180214,Black Swan,http://www.wikidata.org/entity/Q192762,Darren Aronofsky,2011-02-27T00:00:00Z,tt0947798,44214,3,http://www.wikidata.org/entity/Q726166,,Mike Medavoy
83rd Academy Awards,2011,Academy Award for Best Actor,http://www.wikidata.org/entity/Q174371,127 Hours,http://www.wikidata.org/entity/Q134867,Danny Boyle,2011-02-27T00:00:00Z,tt1542344,44115,3,http://www.wikidata.org/entity/Q306403,male,James Franco
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q174371,127 Hours,http://www.wikidata.org/entity/Q134867,Danny Boyle,2011-02-27T00:00:00Z,tt1542344,44115,3,http://www.wikidata.org/entity/Q134867,male,Danny Boyle
83rd Academy Awards,2011,Academy Award for Best Actor,http://www.wikidata.org/entity/Q160060,The King's Speech,http://www.wikidata.org/entity/Q295912,Tom Hooper,2011-02-27T00:00:00Z,tt1504320,45269,3,http://www.wikidata.org/entity/Q162492,male,Colin Firth
83rd Academy Awards,2011,Academy Award for Best Director,http://www.wikidata.org/entity/Q160060,The King's Speech,http://www.wikidata.org/entity/Q295912,Tom Hooper,2011-02-27T00:00:00Z,tt1504320,45269,3,http://www.wikidata.org/entity/Q295912,male,Tom Hooper
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q160060,The King's Speech,http://www.wikidata.org/entity/Q295912,Tom Hooper,2011-02-27T00:00:00Z,tt1504320,45269,3,http://www.wikidata.org/entity/Q1494198,,Gareth Unwin
83rd Academy Awards,2011,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q160060,The King's Speech,http://www.wikidata.org/entity/Q295912,Tom Hooper,2011-02-27T00:00:00Z,tt1504320,45269,3,http://www.wikidata.org/entity/Q170428,female,Helena Bonham Carter
83rd Academy Awards,2011,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q160060,The King's Speech,http://www.wikidata.org/entity/Q295912,Tom Hooper,2011-02-27T00:00:00Z,tt1504320,45269,3,http://www.wikidata.org/entity/Q166272,male,Geoffrey Rush
83rd Academy Awards,2011,Academy Award for Best Director,http://www.wikidata.org/entity/Q185888,The Social Network,http://www.wikidata.org/entity/Q184903,David Fincher,2011-02-27T00:00:00Z,tt1285016,37799,1,http://www.wikidata.org/entity/Q184903,male,David Fincher
83rd Academy Awards,2011,Academy Award for Best Actor,http://www.wikidata.org/entity/Q185888,The Social Network,http://www.wikidata.org/entity/Q184903,David Fincher,2011-02-27T00:00:00Z,tt1285016,37799,1,http://www.wikidata.org/entity/Q219512,male,Jesse Eisenberg
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q185888,The Social Network,http://www.wikidata.org/entity/Q184903,David Fincher,2011-02-27T00:00:00Z,tt1285016,37799,1,http://www.wikidata.org/entity/Q461529,male,Scott Rudin
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q187278,Toy Story 3,http://www.wikidata.org/entity/Q380920,Lee Unkrich,2011-02-27T00:00:00Z,tt0435761,10193,3,http://www.wikidata.org/entity/Q1992382,female,Darla K. Anderson
83rd Academy Awards,2011,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q301049,Winter's Bone,http://www.wikidata.org/entity/Q288815,Debra Granik,2011-02-27T00:00:00Z,tt1399683,39013,3,http://www.wikidata.org/entity/Q459384,male,John Hawkes
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q301049,Winter's Bone,http://www.wikidata.org/entity/Q288815,Debra Granik,2011-02-27T00:00:00Z,tt1399683,39013,3,http://www.wikidata.org/entity/Q11958306,,Anne Rosellini
83rd Academy Awards,2011,Academy Award for Best Actress,http://www.wikidata.org/entity/Q301049,Winter's Bone,http://www.wikidata.org/entity/Q288815,Debra Granik,2011-02-27T00:00:00Z,tt1399683,39013,3,http://www.wikidata.org/entity/Q189490,female,Jennifer Lawrence
83rd Academy Awards,2011,Academy Award for Best Actress,http://www.wikidata.org/entity/Q676047,Blue Valentine,http://www.wikidata.org/entity/Q2756732,Derek Cianfrance,2011-02-27T00:00:00Z,tt1120985,46705,2,http://www.wikidata.org/entity/Q156796,female,Michelle Williams
83rd Academy Awards,2011,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q323472,The Fighter,http://www.wikidata.org/entity/Q314342,David O. Russell,2011-02-27T00:00:00Z,tt0964517,45317,2,http://www.wikidata.org/entity/Q229410,female,Melissa Leo
83rd Academy Awards,2011,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q323472,The Fighter,http://www.wikidata.org/entity/Q314342,David O. Russell,2011-02-27T00:00:00Z,tt0964517,45317,2,http://www.wikidata.org/entity/Q45772,male,Christian Bale
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q323472,The Fighter,http://www.wikidata.org/entity/Q314342,David O. Russell,2011-02-27T00:00:00Z,tt0964517,45317,2,http://www.wikidata.org/entity/Q164119,male,Mark Wahlberg
83rd Academy Awards,2011,Academy Award for Best Director,http://www.wikidata.org/entity/Q323472,The Fighter,http://www.wikidata.org/entity/Q314342,David O. Russell,2011-02-27T00:00:00Z,tt0964517,45317,2,http://www.wikidata.org/entity/Q314342,male,David O. Russell
83rd Academy Awards,2011,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q326114,True Grit,http://www.wikidata.org/entity/Q13595311,Joel Coen,2011-02-27T00:00:00Z,tt1403865,44264,3,http://www.wikidata.org/entity/Q231726,female,Hailee Steinfeld
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q326114,True Grit,http://www.wikidata.org/entity/Q13595311,Joel Coen,2011-02-27T00:00:00Z,tt1403865,44264,3,http://www.wikidata.org/entity/Q13595531,male,Ethan Coen
83rd Academy Awards,2011,Academy Award for Best Actor,http://www.wikidata.org/entity/Q326114,True Grit,http://www.wikidata.org/entity/Q13595311,Joel Coen,2011-02-27T00:00:00Z,tt1403865,44264,3,http://www.wikidata.org/entity/Q174843,male,Jeff Bridges
83rd Academy Awards,2011,Academy Award for Best Director,http://www.wikidata.org/entity/Q326114,True Grit,http://www.wikidata.org/entity/Q13595311,Joel Coen,2011-02-27T00:00:00Z,tt1403865,44264,3,http://www.wikidata.org/entity/Q13595531,male,Ethan Coen
83rd Academy Awards,2011,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q380841,The Kids Are All Right,http://www.wikidata.org/entity/Q258525,Lisa Cholodenko,2011-02-27T00:00:00Z,tt0842926,39781,3,http://www.wikidata.org/entity/Q41422,male,Mark Ruffalo
83rd Academy Awards,2011,Academy Award for Best Picture,http://www.wikidata.org/entity/Q380841,The Kids Are All Right,http://www.wikidata.org/entity/Q258525,Lisa Cholodenko,2011-02-27T00:00:00Z,tt0842926,39781,3,http://www.wikidata.org/entity/Q5525133,,Gary Gilbert
83rd Academy Awards,2011,Academy Award for Best Actress,http://www.wikidata.org/entity/Q380841,The Kids Are All Right,http://www.wikidata.org/entity/Q258525,Lisa Cholodenko,2011-02-27T00:00:00Z,tt0842926,39781,3,http://www.wikidata.org/entity/Q190602,female,Annette Bening
83rd Academy Awards,2011,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q725539,The Town,http://www.wikidata.org/entity/Q483118,Ben Affleck,2011-02-27T00:00:00Z,tt0840361,23168,1,http://www.wikidata.org/entity/Q23365,male,Jeremy Renner
