awardEditionLabel,year,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time,imdbid,tmdbid,bechdeltest_rating,human,genderLabel,humanLabel
63rd Academy Awards,1991,Academy Award for Best Director,http://www.wikidata.org/entity/Q20456,Dances with Wolves,http://www.wikidata.org/entity/Q11930,Kevin Costner,1991-03-25T00:00:00Z,tt0099348,581,1,http://www.wikidata.org/entity/Q11930,male,Kevin Costner
63rd Academy Awards,1991,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q49003,Ghost,http://www.wikidata.org/entity/Q363666,Jerry Zucker,1991-03-25T00:00:00Z,tt0099653,251,3,http://www.wikidata.org/entity/Q49001,female,Whoopi Goldberg
63rd Academy Awards,1991,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q42047,Goodfellas,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1991-03-25T00:00:00Z,tt0099685,769,3,http://www.wikidata.org/entity/Q20178,male,Joe Pesci
63rd Academy Awards,1991,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1210973,Reversal of Fortune,http://www.wikidata.org/entity/Q504627,Barbet Schroeder,1991-03-25T00:00:00Z,tt0100486,38718,,http://www.wikidata.org/entity/Q171745,male,Jeremy Irons
62nd Academy Awards,1990,Academy Award for Best Director,http://www.wikidata.org/entity/Q471159,Born on the Fourth of July,http://www.wikidata.org/entity/Q179497,Oliver Stone,1990-03-26T00:00:00Z,tt0096969,2604,3,http://www.wikidata.org/entity/Q179497,male,Oliver Stone
62nd Academy Awards,1990,Academy Award for Best Actor,http://www.wikidata.org/entity/Q746574,My Left Foot,http://www.wikidata.org/entity/Q55429,Jim Sheridan,1990-03-26T00:00:00Z,tt0097937,10161,3,http://www.wikidata.org/entity/Q166389,male,Daniel Day-Lewis
62nd Academy Awards,1990,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q746574,My Left Foot,http://www.wikidata.org/entity/Q55429,Jim Sheridan,1990-03-26T00:00:00Z,tt0097937,10161,3,http://www.wikidata.org/entity/Q230214,female,Brenda Fricker
62nd Academy Awards,1990,Academy Award for Best Actress,http://www.wikidata.org/entity/Q211373,Driving Miss Daisy,http://www.wikidata.org/entity/Q449220,Bruce Beresford,1990-03-26T00:00:00Z,tt0097239,403,3,http://www.wikidata.org/entity/Q182104,female,Jessica Tandy
62nd Academy Awards,1990,Academy Award for Best Picture,http://www.wikidata.org/entity/Q211373,Driving Miss Daisy,http://www.wikidata.org/entity/Q449220,Bruce Beresford,1990-03-26T00:00:00Z,tt0097239,403,3,http://www.wikidata.org/entity/Q1824940,,Lili Fini Zanuck
62nd Academy Awards,1990,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q862317,Glory,http://www.wikidata.org/entity/Q314142,Edward Zwick,1990-03-26T00:00:00Z,tt0097441,9665,0,http://www.wikidata.org/entity/Q42101,male,Denzel Washington
61st Academy Awards,1989,Academy Award for Best Actress,http://www.wikidata.org/entity/Q531310,The Accused,http://www.wikidata.org/entity/Q1703212,Jonathan Kaplan,1989-03-29T00:00:00Z,tt0094608,10868,3,http://www.wikidata.org/entity/Q41351,female,Jodie Foster
61st Academy Awards,1989,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q466186,A Fish Called Wanda,http://www.wikidata.org/entity/Q25014,John Cleese,1989-03-29T00:00:00Z,tt0095159,623,3,http://www.wikidata.org/entity/Q105817,male,Kevin Kline
61st Academy Awards,1989,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q248289,The Accidental Tourist,http://www.wikidata.org/entity/Q240872,Lawrence Kasdan,1989-03-29T00:00:00Z,tt0094606,31052,2,http://www.wikidata.org/entity/Q280098,female,Geena Davis
61st Academy Awards,1989,Academy Award for Best Actor,http://www.wikidata.org/entity/Q188845,Rain Man,http://www.wikidata.org/entity/Q269692,Barry Levinson,1989-03-29T00:00:00Z,tt0095953,380,1,http://www.wikidata.org/entity/Q42930,male,Dustin Hoffman
61st Academy Awards,1989,Academy Award for Best Director,http://www.wikidata.org/entity/Q188845,Rain Man,http://www.wikidata.org/entity/Q269692,Barry Levinson,1989-03-29T00:00:00Z,tt0095953,380,1,http://www.wikidata.org/entity/Q269692,male,Barry Levinson
61st Academy Awards,1989,Academy Award for Best Picture,http://www.wikidata.org/entity/Q188845,Rain Man,http://www.wikidata.org/entity/Q269692,Barry Levinson,1989-03-29T00:00:00Z,tt0095953,380,1,http://www.wikidata.org/entity/Q1279758,male,Mark Johnson
60th Academy Awards,1988,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q108525,The Untouchables,http://www.wikidata.org/entity/Q189526,Brian De Palma,1988-04-11T00:00:00Z,tt0094226,117,1,http://www.wikidata.org/entity/Q4573,male,Sean Connery
60th Academy Awards,1988,Academy Award for Best Actor,http://www.wikidata.org/entity/Q332348,Wall Street,http://www.wikidata.org/entity/Q179497,Oliver Stone,1988-04-11T00:00:00Z,tt0094291,10673,,http://www.wikidata.org/entity/Q119798,male,Michael Douglas
60th Academy Awards,1988,Academy Award for Best Picture,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z,tt0093389,746,3,http://www.wikidata.org/entity/Q1365966,male,Jeremy Thomas
60th Academy Awards,1988,Academy Award for Best Director,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z,tt0093389,746,3,http://www.wikidata.org/entity/Q53009,male,Bernardo Bertolucci
60th Academy Awards,1988,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1336107,Moonstruck,http://www.wikidata.org/entity/Q309214,Norman Jewison,1988-04-11T00:00:00Z,tt0093565,2039,3,http://www.wikidata.org/entity/Q230188,female,Olympia Dukakis
60th Academy Awards,1988,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1336107,Moonstruck,http://www.wikidata.org/entity/Q309214,Norman Jewison,1988-04-11T00:00:00Z,tt0093565,2039,3,http://www.wikidata.org/entity/Q12003,female,Cher
59th Academy Awards,1987,Academy Award for Best Actor,http://www.wikidata.org/entity/Q470916,The Color of Money,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1987-03-30T00:00:00Z,tt0090863,11873,,http://www.wikidata.org/entity/Q41871,male,Paul Newman
59th Academy Awards,1987,Academy Award for Best Director,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z,tt0091763,792,0,http://www.wikidata.org/entity/Q179497,male,Oliver Stone
59th Academy Awards,1987,Academy Award for Best Picture,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z,tt0091763,792,0,http://www.wikidata.org/entity/Q695608,male,Arnold Kopelson
59th Academy Awards,1987,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q845057,Hannah and Her Sisters,http://www.wikidata.org/entity/Q25089,Woody Allen,1987-03-30T00:00:00Z,tt0091167,5143,3,http://www.wikidata.org/entity/Q217573,female,Dianne Wiest
59th Academy Awards,1987,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q845057,Hannah and Her Sisters,http://www.wikidata.org/entity/Q25089,Woody Allen,1987-03-30T00:00:00Z,tt0091167,5143,3,http://www.wikidata.org/entity/Q123351,male,Michael Caine
59th Academy Awards,1987,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1323446,Children of a Lesser God,http://www.wikidata.org/entity/Q2536001,Randa Haines,1987-03-30T00:00:00Z,tt0090830,1890,3,http://www.wikidata.org/entity/Q213287,female,Marlee Matlin
58th Academy Awards,1986,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q460664,Prizzi's Honor,http://www.wikidata.org/entity/Q51575,John Huston,1986-03-24T00:00:00Z,tt0089841,2075,,http://www.wikidata.org/entity/Q190998,female,Anjelica Huston
58th Academy Awards,1986,Academy Award for Best Actress,http://www.wikidata.org/entity/Q2521361,The Trip to Bountiful,http://www.wikidata.org/entity/Q369485,Peter Masterson,1986-03-24T00:00:00Z,tt0090203,47908,3,http://www.wikidata.org/entity/Q228650,female,Geraldine Page
58th Academy Awards,1986,Academy Award for Best Director,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z,tt0089755,606,3,http://www.wikidata.org/entity/Q51522,male,Sydney Pollack
58th Academy Awards,1986,Academy Award for Best Picture,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z,tt0089755,606,3,http://www.wikidata.org/entity/Q51522,male,Sydney Pollack
58th Academy Awards,1986,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1105463,Cocoon,http://www.wikidata.org/entity/Q103646,Ron Howard,1986-03-24T00:00:00Z,tt0088933,10328,,http://www.wikidata.org/entity/Q310413,male,Don Ameche
58th Academy Awards,1986,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1215865,Kiss of the Spider Woman,http://www.wikidata.org/entity/Q538608,Héctor Babenco,1986-03-24T00:00:00Z,tt0089424,11703,2,http://www.wikidata.org/entity/Q105825,male,William Hurt
57th Academy Awards,1985,Academy Award for Best Picture,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z,tt0086879,279,3,http://www.wikidata.org/entity/Q736466,male,Saul Zaentz
57th Academy Awards,1985,Academy Award for Best Director,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z,tt0086879,279,3,http://www.wikidata.org/entity/Q51525,male,Miloš Forman
57th Academy Awards,1985,Academy Award for Best Actor,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z,tt0086879,279,3,http://www.wikidata.org/entity/Q181936,male,F. Murray Abraham
57th Academy Awards,1985,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q494582,The Killing Fields,http://www.wikidata.org/entity/Q309715,Roland Joffé,1985-03-25T00:00:00Z,tt0087553,625,,http://www.wikidata.org/entity/Q312364,male,Haing S. Ngor
57th Academy Awards,1985,Academy Award for Best Actress,http://www.wikidata.org/entity/Q59073,Places in the Heart,http://www.wikidata.org/entity/Q59085,Robert Benton,1985-03-25T00:00:00Z,tt0087921,13681,,http://www.wikidata.org/entity/Q187033,female,Sally Field
57th Academy Awards,1985,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1323132,A Passage to India,http://www.wikidata.org/entity/Q55260,David Lean,1985-03-25T00:00:00Z,tt0087892,15927,3,http://www.wikidata.org/entity/Q230832,female,Peggy Ashcroft
56th Academy Awards,1984,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1113987,Tender Mercies,http://www.wikidata.org/entity/Q449220,Bruce Beresford,1984-04-09T00:00:00Z,tt0086423,42121,,http://www.wikidata.org/entity/Q171736,male,Robert Duvall
56th Academy Awards,1984,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q505148,The Year of Living Dangerously,http://www.wikidata.org/entity/Q55424,Peter Weir,1984-04-09T00:00:00Z,tt0086617,11541,,http://www.wikidata.org/entity/Q232874,female,Linda Hunt
56th Academy Awards,1984,Academy Award for Best Picture,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z,tt0086425,11050,1,http://www.wikidata.org/entity/Q95125,male,James L. Brooks
56th Academy Awards,1984,Academy Award for Best Director,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z,tt0086425,11050,1,http://www.wikidata.org/entity/Q95125,male,James L. Brooks
56th Academy Awards,1984,Academy Award for Best Actress,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z,tt0086425,11050,1,http://www.wikidata.org/entity/Q95026,female,Shirley MacLaine
56th Academy Awards,1984,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z,tt0086425,11050,1,http://www.wikidata.org/entity/Q39792,male,Jack Nicholson
55th Academy Awards,1983,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1132575,An Officer and a Gentleman,http://www.wikidata.org/entity/Q545573,Taylor Hackford,1983-04-11T00:00:00Z,tt0084434,2623,3,http://www.wikidata.org/entity/Q329719,male,Louis Gossett Jr.
55th Academy Awards,1983,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q221249,Tootsie,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1983-04-11T00:00:00Z,tt0084805,9576,1,http://www.wikidata.org/entity/Q173585,female,Jessica Lange
55th Academy Awards,1983,Academy Award for Best Picture,http://www.wikidata.org/entity/Q202211,Gandhi,http://www.wikidata.org/entity/Q51506,Richard Attenborough,1983-04-11T00:00:00Z,tt0083987,783,2,http://www.wikidata.org/entity/Q51506,male,Richard Attenborough
55th Academy Awards,1983,Academy Award for Best Director,http://www.wikidata.org/entity/Q202211,Gandhi,http://www.wikidata.org/entity/Q51506,Richard Attenborough,1983-04-11T00:00:00Z,tt0083987,783,2,http://www.wikidata.org/entity/Q51506,male,Richard Attenborough
55th Academy Awards,1983,Academy Award for Best Actor,http://www.wikidata.org/entity/Q202211,Gandhi,http://www.wikidata.org/entity/Q51506,Richard Attenborough,1983-04-11T00:00:00Z,tt0083987,783,2,http://www.wikidata.org/entity/Q173158,male,Ben Kingsley
55th Academy Awards,1983,Academy Award for Best Actress,http://www.wikidata.org/entity/Q165627,Sophie's Choice,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1983-04-11T00:00:00Z,tt0084707,15764,3,http://www.wikidata.org/entity/Q873,female,Meryl Streep
54th Academy Awards,1982,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q627438,Arthur,http://www.wikidata.org/entity/Q5506633,Steve Gordon,1982-03-29T00:00:00Z,tt0082031,13665,,http://www.wikidata.org/entity/Q204685,male,John Gielgud
54th Academy Awards,1982,Academy Award for Best Director,http://www.wikidata.org/entity/Q597239,Reds,http://www.wikidata.org/entity/Q95030,Warren Beatty,1982-03-29T00:00:00Z,tt0082979,18254,3,http://www.wikidata.org/entity/Q95030,male,Warren Beatty
54th Academy Awards,1982,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q597239,Reds,http://www.wikidata.org/entity/Q95030,Warren Beatty,1982-03-29T00:00:00Z,tt0082979,18254,3,http://www.wikidata.org/entity/Q230841,female,Maureen Stapleton
54th Academy Awards,1982,Academy Award for Best Actress,http://www.wikidata.org/entity/Q451603,On Golden Pond,http://www.wikidata.org/entity/Q953627,Mark Rydell,1982-03-29T00:00:00Z,tt0082846,11816,1,http://www.wikidata.org/entity/Q56016,female,Katharine Hepburn
54th Academy Awards,1982,Academy Award for Best Actor,http://www.wikidata.org/entity/Q451603,On Golden Pond,http://www.wikidata.org/entity/Q953627,Mark Rydell,1982-03-29T00:00:00Z,tt0082846,11816,1,http://www.wikidata.org/entity/Q19155,male,Henry Fonda
54th Academy Awards,1982,Academy Award for Best Picture,http://www.wikidata.org/entity/Q207921,Chariots of Fire,http://www.wikidata.org/entity/Q538578,Hugh Hudson,1982-03-29T00:00:00Z,tt0082158,9443,1,http://www.wikidata.org/entity/Q335507,male,David Puttnam
53rd Academy Awards,1981,Academy Award for Best Picture,http://www.wikidata.org/entity/Q503313,Ordinary People,http://www.wikidata.org/entity/Q59215,Robert Redford,1981-03-31T00:00:00Z,tt0081283,16619,2,http://www.wikidata.org/entity/Q15453518,male,Ronald L. Schwary
53rd Academy Awards,1981,Academy Award for Best Director,http://www.wikidata.org/entity/Q503313,Ordinary People,http://www.wikidata.org/entity/Q59215,Robert Redford,1981-03-31T00:00:00Z,tt0081283,16619,2,http://www.wikidata.org/entity/Q59215,male,Robert Redford
53rd Academy Awards,1981,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q503313,Ordinary People,http://www.wikidata.org/entity/Q59215,Robert Redford,1981-03-31T00:00:00Z,tt0081283,16619,2,http://www.wikidata.org/entity/Q310324,,Timothy Hutton
53rd Academy Awards,1981,Academy Award for Best Actor,http://www.wikidata.org/entity/Q220780,Raging Bull,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1981-03-31T00:00:00Z,tt0081398,1578,1,http://www.wikidata.org/entity/Q36949,male,Robert De Niro
53rd Academy Awards,1981,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1285467,Coal Miner's Daughter,http://www.wikidata.org/entity/Q350717,Michael Apted,1981-03-31T00:00:00Z,tt0080549,16769,3,http://www.wikidata.org/entity/Q190994,female,Sissy Spacek
53rd Academy Awards,1981,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1419410,Melvin and Howard,http://www.wikidata.org/entity/Q48987,Jonathan Demme,1981-03-31T00:00:00Z,tt0081150,38772,,http://www.wikidata.org/entity/Q108935,female,Mary Steenburgen
52nd Academy Awards,1980,Academy Award for Best Picture,http://www.wikidata.org/entity/Q193577,Kramer vs. Kramer,http://www.wikidata.org/entity/Q59085,Robert Benton,1980-04-14T00:00:00Z,tt0079417,12102,1,http://www.wikidata.org/entity/Q3496862,male,Stanley R. Jaffe
52nd Academy Awards,1980,Academy Award for Best Director,http://www.wikidata.org/entity/Q193577,Kramer vs. Kramer,http://www.wikidata.org/entity/Q59085,Robert Benton,1980-04-14T00:00:00Z,tt0079417,12102,1,http://www.wikidata.org/entity/Q59085,male,Robert Benton
52nd Academy Awards,1980,Academy Award for Best Actor,http://www.wikidata.org/entity/Q193577,Kramer vs. Kramer,http://www.wikidata.org/entity/Q59085,Robert Benton,1980-04-14T00:00:00Z,tt0079417,12102,1,http://www.wikidata.org/entity/Q42930,male,Dustin Hoffman
52nd Academy Awards,1980,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q193577,Kramer vs. Kramer,http://www.wikidata.org/entity/Q59085,Robert Benton,1980-04-14T00:00:00Z,tt0079417,12102,1,http://www.wikidata.org/entity/Q873,female,Meryl Streep
52nd Academy Awards,1980,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q945074,Being There,http://www.wikidata.org/entity/Q358370,Hal Ashby,1980-04-14T00:00:00Z,tt0078841,10322,2,http://www.wikidata.org/entity/Q312084,male,Melvyn Douglas
52nd Academy Awards,1980,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1419066,Norma Rae,http://www.wikidata.org/entity/Q287451,Martin Ritt,1980-04-14T00:00:00Z,tt0079638,40842,3,http://www.wikidata.org/entity/Q187033,female,Sally Field
51st Academy Awards,1979,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q201674,The Deer Hunter,http://www.wikidata.org/entity/Q59129,Michael Cimino,1979-04-09T00:00:00Z,tt0077416,11778,1,http://www.wikidata.org/entity/Q185051,male,Christopher Walken
51st Academy Awards,1979,Academy Award for Best Director,http://www.wikidata.org/entity/Q201674,The Deer Hunter,http://www.wikidata.org/entity/Q59129,Michael Cimino,1979-04-09T00:00:00Z,tt0077416,11778,1,http://www.wikidata.org/entity/Q59129,male,Michael Cimino
51st Academy Awards,1979,Academy Award for Best Picture,http://www.wikidata.org/entity/Q201674,The Deer Hunter,http://www.wikidata.org/entity/Q59129,Michael Cimino,1979-04-09T00:00:00Z,tt0077416,11778,1,http://www.wikidata.org/entity/Q59129,male,Michael Cimino
51st Academy Awards,1979,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1114683,Coming Home,http://www.wikidata.org/entity/Q358370,Hal Ashby,1979-04-09T00:00:00Z,tt0077362,31657,,http://www.wikidata.org/entity/Q167520,male,Jon Voight
51st Academy Awards,1979,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1114683,Coming Home,http://www.wikidata.org/entity/Q358370,Hal Ashby,1979-04-09T00:00:00Z,tt0077362,31657,,http://www.wikidata.org/entity/Q41142,female,Jane Fonda
51st Academy Awards,1979,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1171692,California Suite,http://www.wikidata.org/entity/Q711415,Herbert Ross,1979-04-09T00:00:00Z,tt0077289,26686,,http://www.wikidata.org/entity/Q172653,female,Maggie Smith
50th Academy Awards,1978,Academy Award for Best Actor,http://www.wikidata.org/entity/Q679746,The Goodbye Girl,http://www.wikidata.org/entity/Q711415,Herbert Ross,1978-04-03T00:00:00Z,tt0076095,14741,3,http://www.wikidata.org/entity/Q181799,male,Richard Dreyfuss
50th Academy Awards,1978,Academy Award for Best Actress,http://www.wikidata.org/entity/Q233464,Annie Hall,http://www.wikidata.org/entity/Q25089,Woody Allen,1978-04-03T00:00:00Z,tt0075686,703,3,http://www.wikidata.org/entity/Q102642,female,Diane Keaton
50th Academy Awards,1978,Academy Award for Best Director,http://www.wikidata.org/entity/Q233464,Annie Hall,http://www.wikidata.org/entity/Q25089,Woody Allen,1978-04-03T00:00:00Z,tt0075686,703,3,http://www.wikidata.org/entity/Q25089,male,Woody Allen
50th Academy Awards,1978,Academy Award for Best Picture,http://www.wikidata.org/entity/Q233464,Annie Hall,http://www.wikidata.org/entity/Q25089,Woody Allen,1978-04-03T00:00:00Z,tt0075686,703,3,http://www.wikidata.org/entity/Q376138,male,Charles H. Joffe
50th Academy Awards,1978,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1166180,Julia,http://www.wikidata.org/entity/Q55420,Fred Zinnemann,1978-04-03T00:00:00Z,tt0076245,42222,3,http://www.wikidata.org/entity/Q347879,female,Vanessa Redgrave
50th Academy Awards,1978,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1166180,Julia,http://www.wikidata.org/entity/Q55420,Fred Zinnemann,1978-04-03T00:00:00Z,tt0076245,42222,3,http://www.wikidata.org/entity/Q296630,male,Jason Robards
49th Academy Awards,1977,Academy Award for Best Picture,http://www.wikidata.org/entity/Q188652,Rocky,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1977-03-28T00:00:00Z,tt0075148,1366,1,http://www.wikidata.org/entity/Q721027,male,Robert Chartoff
49th Academy Awards,1977,Academy Award for Best Director,http://www.wikidata.org/entity/Q188652,Rocky,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1977-03-28T00:00:00Z,tt0075148,1366,1,http://www.wikidata.org/entity/Q260125,male,John G. Avildsen
49th Academy Awards,1977,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z,tt0074958,10774,3,http://www.wikidata.org/entity/Q232532,female,Beatrice Straight
49th Academy Awards,1977,Academy Award for Best Actress,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z,tt0074958,10774,3,http://www.wikidata.org/entity/Q168721,female,Faye Dunaway
49th Academy Awards,1977,Academy Award for Best Actor,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z,tt0074958,10774,3,http://www.wikidata.org/entity/Q294454,male,Peter Finch
49th Academy Awards,1977,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q466781,All the President's Men,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1977-03-28T00:00:00Z,tt0074119,891,1,http://www.wikidata.org/entity/Q296630,male,Jason Robards
48th Academy Awards,1976,Academy Award for Best Picture,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z,tt0073486,510,2,http://www.wikidata.org/entity/Q736466,male,Saul Zaentz
48th Academy Awards,1976,Academy Award for Best Director,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z,tt0073486,510,2,http://www.wikidata.org/entity/Q51525,male,Miloš Forman
48th Academy Awards,1976,Academy Award for Best Actress,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z,tt0073486,510,2,http://www.wikidata.org/entity/Q182372,female,Louise Fletcher
48th Academy Awards,1976,Academy Award for Best Actor,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z,tt0073486,510,2,http://www.wikidata.org/entity/Q39792,male,Jack Nicholson
48th Academy Awards,1976,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q15623971,The Sunshine Boys,http://www.wikidata.org/entity/Q711415,Herbert Ross,1976-03-29T00:00:00Z,tt0073766,16561,,http://www.wikidata.org/entity/Q344793,male,George Burns
48th Academy Awards,1976,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1534188,Shampoo,http://www.wikidata.org/entity/Q358370,Hal Ashby,1976-03-29T00:00:00Z,tt0073692,31121,,http://www.wikidata.org/entity/Q230184,female,Lee Grant
47th Academy Awards,1975,Academy Award for Best Picture,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z,tt0071562,240,2,http://www.wikidata.org/entity/Q2675693,male,Fred Roos
47th Academy Awards,1975,Academy Award for Best Director,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z,tt0071562,240,2,http://www.wikidata.org/entity/Q56094,male,Francis Ford Coppola
47th Academy Awards,1975,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z,tt0071562,240,2,http://www.wikidata.org/entity/Q36949,male,Robert De Niro
47th Academy Awards,1975,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q3241699,Murder on the Orient Express,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1975-04-08T00:00:00Z,tt0071877,4176,,http://www.wikidata.org/entity/Q43247,female,Ingrid Bergman
47th Academy Awards,1975,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1191093,Harry and Tonto,http://www.wikidata.org/entity/Q270560,Paul Mazursky,1975-04-08T00:00:00Z,tt0071598,42448,,http://www.wikidata.org/entity/Q182431,male,Art Carney
47th Academy Awards,1975,Academy Award for Best Actress,http://www.wikidata.org/entity/Q916431,Alice Doesn't Live Here Anymore,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1975-04-08T00:00:00Z,tt0071115,16153,3,http://www.wikidata.org/entity/Q211144,female,Ellen Burstyn
46th Academy Awards,1974,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q185053,The Paper Chase,http://www.wikidata.org/entity/Q977453,James Bridges,1974-04-02T00:00:00Z,tt0070509,14328,,http://www.wikidata.org/entity/Q315734,male,John Houseman
46th Academy Awards,1974,Academy Award for Best Actor,http://www.wikidata.org/entity/Q771605,Save the Tiger,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1974-04-02T00:00:00Z,tt0070640,38714,,http://www.wikidata.org/entity/Q94123,male,Jack Lemmon
