awardEditionLabel,year,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time,imdbid,bechdeltest_rating,human,humanLabel
63rd Academy Awards,1991,Academy Award for Best Picture,http://www.wikidata.org/entity/Q49003,Ghost,http://www.wikidata.org/entity/Q363666,Jerry Zucker,1991-03-25T00:00:00Z,tt0099653,3,http://www.wikidata.org/entity/Q22110413,Lisa Weinstein
63rd Academy Awards,1991,Academy Award for Best Picture,http://www.wikidata.org/entity/Q42047,Goodfellas,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1991-03-25T00:00:00Z,tt0099685,3,http://www.wikidata.org/entity/Q950428,Irwin Winkler
63rd Academy Awards,1991,Academy Award for Best Picture,http://www.wikidata.org/entity/Q20456,Dances with Wolves,http://www.wikidata.org/entity/Q11930,Kevin Costner,1991-03-25T00:00:00Z,tt0099348,1,http://www.wikidata.org/entity/Q3808389,Jim Wilson
63rd Academy Awards,1991,Academy Award for Best Picture,http://www.wikidata.org/entity/Q202326,The Godfather Part III,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1991-03-25T00:00:00Z,tt0099674,3,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola
63rd Academy Awards,1991,Academy Award for Best Picture,http://www.wikidata.org/entity/Q842073,Awakenings,http://www.wikidata.org/entity/Q237659,Penny Marshall,1991-03-25T00:00:00Z,tt0099077,,http://www.wikidata.org/entity/Q115990,Lawrence Lasker
62nd Academy Awards,1990,Academy Award for Best Picture,http://www.wikidata.org/entity/Q106316,Dead Poets Society,http://www.wikidata.org/entity/Q55424,Peter Weir,1990-03-26T00:00:00Z,tt0097165,1,http://www.wikidata.org/entity/Q7151660,Paul Junger Witt
62nd Academy Awards,1990,Academy Award for Best Picture,http://www.wikidata.org/entity/Q471159,Born on the Fourth of July,http://www.wikidata.org/entity/Q179497,Oliver Stone,1990-03-26T00:00:00Z,tt0096969,3,http://www.wikidata.org/entity/Q19501850,A. Kitman Ho
62nd Academy Awards,1990,Academy Award for Best Picture,http://www.wikidata.org/entity/Q211373,Driving Miss Daisy,http://www.wikidata.org/entity/Q449220,Bruce Beresford,1990-03-26T00:00:00Z,tt0097239,3,http://www.wikidata.org/entity/Q359311,Richard D. Zanuck
62nd Academy Awards,1990,Academy Award for Best Picture,http://www.wikidata.org/entity/Q517958,Field of Dreams,http://www.wikidata.org/entity/Q1387617,Phil Alden Robinson,1990-03-26T00:00:00Z,tt0097351,2,http://www.wikidata.org/entity/Q575806,Lawrence Gordon
62nd Academy Awards,1990,Academy Award for Best Picture,http://www.wikidata.org/entity/Q746574,My Left Foot,http://www.wikidata.org/entity/Q55429,Jim Sheridan,1990-03-26T00:00:00Z,tt0097937,3,http://www.wikidata.org/entity/Q7047160,Noel Pearson
61st Academy Awards,1989,Academy Award for Best Picture,http://www.wikidata.org/entity/Q126183,Working Girl,http://www.wikidata.org/entity/Q51537,Mike Nichols,1989-03-29T00:00:00Z,tt0096463,3,http://www.wikidata.org/entity/Q1252563,Douglas Wick
61st Academy Awards,1989,Academy Award for Best Picture,http://www.wikidata.org/entity/Q188845,Rain Man,http://www.wikidata.org/entity/Q269692,Barry Levinson,1989-03-29T00:00:00Z,tt0095953,1,http://www.wikidata.org/entity/Q1279758,Mark Johnson
61st Academy Awards,1989,Academy Award for Best Picture,http://www.wikidata.org/entity/Q248289,The Accidental Tourist,http://www.wikidata.org/entity/Q240872,Lawrence Kasdan,1989-03-29T00:00:00Z,tt0094606,2,http://www.wikidata.org/entity/Q22109804,Michael Grillo
61st Academy Awards,1989,Academy Award for Best Picture,http://www.wikidata.org/entity/Q830553,Dangerous Liaisons,http://www.wikidata.org/entity/Q55258,Stephen Frears,1989-03-29T00:00:00Z,tt0094947,3,http://www.wikidata.org/entity/Q1278227,Norma Heyman
61st Academy Awards,1989,Academy Award for Best Picture,http://www.wikidata.org/entity/Q918367,Mississippi Burning,http://www.wikidata.org/entity/Q271284,Alan Parker,1989-03-29T00:00:00Z,tt0095647,,http://www.wikidata.org/entity/Q1365858,Robert F. Colesberry
60th Academy Awards,1988,Academy Award for Best Picture,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z,tt0093389,3,http://www.wikidata.org/entity/Q1365966,Jeremy Thomas
60th Academy Awards,1988,Academy Award for Best Picture,http://www.wikidata.org/entity/Q504157,Fatal Attraction,http://www.wikidata.org/entity/Q373474,Adrian Lyne,1988-04-11T00:00:00Z,tt0093010,3,http://www.wikidata.org/entity/Q3496862,Stanley R. Jaffe
60th Academy Awards,1988,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1336107,Moonstruck,http://www.wikidata.org/entity/Q309214,Norman Jewison,1988-04-11T00:00:00Z,tt0093565,3,http://www.wikidata.org/entity/Q309214,Norman Jewison
60th Academy Awards,1988,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1539062,Broadcast News,http://www.wikidata.org/entity/Q95125,James L. Brooks,1988-04-11T00:00:00Z,tt0092699,3,http://www.wikidata.org/entity/Q95125,James L. Brooks
60th Academy Awards,1988,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1624413,Hope and Glory,http://www.wikidata.org/entity/Q55277,John Boorman,1988-04-11T00:00:00Z,tt0093209,3,http://www.wikidata.org/entity/Q55277,John Boorman
59th Academy Awards,1987,Academy Award for Best Picture,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z,tt0091763,0,http://www.wikidata.org/entity/Q695608,Arnold Kopelson
59th Academy Awards,1987,Academy Award for Best Picture,http://www.wikidata.org/entity/Q203574,A Room with a View,http://www.wikidata.org/entity/Q51577,James Ivory,1987-03-30T00:00:00Z,tt0091867,3,http://www.wikidata.org/entity/Q732397,Ismail Merchant
59th Academy Awards,1987,Academy Award for Best Picture,http://www.wikidata.org/entity/Q302490,The Mission,http://www.wikidata.org/entity/Q309715,Roland Joffé,1987-03-30T00:00:00Z,tt0091530,0,http://www.wikidata.org/entity/Q16016450,Fernando Ghia
59th Academy Awards,1987,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1323446,Children of a Lesser God,http://www.wikidata.org/entity/Q2536001,Randa Haines,1987-03-30T00:00:00Z,tt0090830,3,http://www.wikidata.org/entity/Q15453516,Patrick J. Palmer
59th Academy Awards,1987,Academy Award for Best Picture,http://www.wikidata.org/entity/Q845057,Hannah and Her Sisters,http://www.wikidata.org/entity/Q25089,Woody Allen,1987-03-30T00:00:00Z,tt0091167,3,http://www.wikidata.org/entity/Q2157353,Robert Greenhut
58th Academy Awards,1986,Academy Award for Best Picture,http://www.wikidata.org/entity/Q460664,Prizzi's Honor,http://www.wikidata.org/entity/Q51575,John Huston,1986-03-24T00:00:00Z,tt0089841,,http://www.wikidata.org/entity/Q6233627,John Foreman
58th Academy Awards,1986,Academy Award for Best Picture,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z,tt0089755,3,http://www.wikidata.org/entity/Q51522,Sydney Pollack
58th Academy Awards,1986,Academy Award for Best Picture,http://www.wikidata.org/entity/Q488041,Witness,http://www.wikidata.org/entity/Q55424,Peter Weir,1986-03-24T00:00:00Z,tt0090329,3,http://www.wikidata.org/entity/Q5345162,Edward S. Feldman
58th Academy Awards,1986,Academy Award for Best Picture,http://www.wikidata.org/entity/Q223299,The Color Purple,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1986-03-24T00:00:00Z,tt0088939,3,http://www.wikidata.org/entity/Q193645,Quincy Jones
58th Academy Awards,1986,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1215865,Kiss of the Spider Woman,http://www.wikidata.org/entity/Q538608,Héctor Babenco,1986-03-24T00:00:00Z,tt0089424,2,http://www.wikidata.org/entity/Q3018976,David Weisman
57th Academy Awards,1985,Academy Award for Best Picture,http://www.wikidata.org/entity/Q59073,Places in the Heart,http://www.wikidata.org/entity/Q59085,Robert Benton,1985-03-25T00:00:00Z,tt0087921,,http://www.wikidata.org/entity/Q22104577,Arlene Donovan
57th Academy Awards,1985,Academy Award for Best Picture,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z,tt0086879,3,http://www.wikidata.org/entity/Q736466,Saul Zaentz
57th Academy Awards,1985,Academy Award for Best Picture,http://www.wikidata.org/entity/Q494582,The Killing Fields,http://www.wikidata.org/entity/Q309715,Roland Joffé,1985-03-25T00:00:00Z,tt0087553,,http://www.wikidata.org/entity/Q335507,David Puttnam
57th Academy Awards,1985,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1323132,A Passage to India,http://www.wikidata.org/entity/Q55260,David Lean,1985-03-25T00:00:00Z,tt0087892,3,http://www.wikidata.org/entity/Q332969,"John Knatchbull, 7th Baron Brabourne"
57th Academy Awards,1985,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1624196,A Soldier's Story,http://www.wikidata.org/entity/Q309214,Norman Jewison,1985-03-25T00:00:00Z,tt0088146,0,http://www.wikidata.org/entity/Q309214,Norman Jewison
56th Academy Awards,1984,Academy Award for Best Picture,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z,tt0086425,1,http://www.wikidata.org/entity/Q95125,James L. Brooks
56th Academy Awards,1984,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1198794,The Big Chill,http://www.wikidata.org/entity/Q240872,Lawrence Kasdan,1984-04-09T00:00:00Z,tt0085244,,http://www.wikidata.org/entity/Q13409484,Michael Shamberg
56th Academy Awards,1984,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1197185,The Right Stuff,http://www.wikidata.org/entity/Q176126,Philip Kaufman,1984-04-09T00:00:00Z,tt0086197,,http://www.wikidata.org/entity/Q721027,Robert Chartoff
56th Academy Awards,1984,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1113987,Tender Mercies,http://www.wikidata.org/entity/Q449220,Bruce Beresford,1984-04-09T00:00:00Z,tt0086423,,http://www.wikidata.org/entity/Q15840386,Philip Hobel
56th Academy Awards,1984,Academy Award for Best Picture,http://www.wikidata.org/entity/Q620731,The Dresser,http://www.wikidata.org/entity/Q314301,Peter Yates,1984-04-09T00:00:00Z,tt0085461,,http://www.wikidata.org/entity/Q314301,Peter Yates
55th Academy Awards,1983,Academy Award for Best Picture,http://www.wikidata.org/entity/Q11621,E.T. the Extra-Terrestrial,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1983-04-11T00:00:00Z,tt0083866,3,http://www.wikidata.org/entity/Q237207,Kathleen Kennedy
55th Academy Awards,1983,Academy Award for Best Picture,http://www.wikidata.org/entity/Q400985,Missing,http://www.wikidata.org/entity/Q296698,Costa-Gavras,1983-04-11T00:00:00Z,tt0084335,3,http://www.wikidata.org/entity/Q15807381,Edward Lewis
55th Academy Awards,1983,Academy Award for Best Picture,http://www.wikidata.org/entity/Q221249,Tootsie,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1983-04-11T00:00:00Z,tt0084805,1,http://www.wikidata.org/entity/Q1209782,Dick Richards
55th Academy Awards,1983,Academy Award for Best Picture,http://www.wikidata.org/entity/Q202211,Gandhi,http://www.wikidata.org/entity/Q51506,Richard Attenborough,1983-04-11T00:00:00Z,tt0083987,2,http://www.wikidata.org/entity/Q51506,Richard Attenborough
55th Academy Awards,1983,Academy Award for Best Picture,http://www.wikidata.org/entity/Q679373,The Verdict,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1983-04-11T00:00:00Z,tt0084855,1,http://www.wikidata.org/entity/Q359311,Richard D. Zanuck
54th Academy Awards,1982,Academy Award for Best Picture,http://www.wikidata.org/entity/Q207921,Chariots of Fire,http://www.wikidata.org/entity/Q538578,Hugh Hudson,1982-03-29T00:00:00Z,tt0082158,1,http://www.wikidata.org/entity/Q335507,David Puttnam
54th Academy Awards,1982,Academy Award for Best Picture,http://www.wikidata.org/entity/Q174284,Raiders of the Lost Ark,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1982-03-29T00:00:00Z,tt0082971,3,http://www.wikidata.org/entity/Q549570,Frank Marshall
54th Academy Awards,1982,Academy Award for Best Picture,http://www.wikidata.org/entity/Q756329,Atlantic City,http://www.wikidata.org/entity/Q55392,Louis Malle,1982-03-29T00:00:00Z,tt0080388,3,http://www.wikidata.org/entity/Q3022742,Denis Héroux
54th Academy Awards,1982,Academy Award for Best Picture,http://www.wikidata.org/entity/Q597239,Reds,http://www.wikidata.org/entity/Q95030,Warren Beatty,1982-03-29T00:00:00Z,tt0082979,3,http://www.wikidata.org/entity/Q95030,Warren Beatty
54th Academy Awards,1982,Academy Award for Best Picture,http://www.wikidata.org/entity/Q451603,On Golden Pond,http://www.wikidata.org/entity/Q953627,Mark Rydell,1982-03-29T00:00:00Z,tt0082846,1,http://www.wikidata.org/entity/Q19502065,Bruce Gilbert
53rd Academy Awards,1981,Academy Award for Best Picture,http://www.wikidata.org/entity/Q503313,Ordinary People,http://www.wikidata.org/entity/Q59215,Robert Redford,1981-03-31T00:00:00Z,tt0081283,2,http://www.wikidata.org/entity/Q15453518,Ronald L. Schwary
53rd Academy Awards,1981,Academy Award for Best Picture,http://www.wikidata.org/entity/Q220780,Raging Bull,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1981-03-31T00:00:00Z,tt0081398,1,http://www.wikidata.org/entity/Q721027,Robert Chartoff
53rd Academy Awards,1981,Academy Award for Best Picture,http://www.wikidata.org/entity/Q272860,The Elephant Man,http://www.wikidata.org/entity/Q2071,David Lynch,1981-03-31T00:00:00Z,tt0080678,,http://www.wikidata.org/entity/Q6274324,Jonathan Sanger
53rd Academy Awards,1981,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1326026,Tess,http://www.wikidata.org/entity/Q51552,Roman Polanski,1981-03-31T00:00:00Z,tt0080009,,http://www.wikidata.org/entity/Q22102107,Timothy Burrill
53rd Academy Awards,1981,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1285467,Coal Miner's Daughter,http://www.wikidata.org/entity/Q350717,Michael Apted,1981-03-31T00:00:00Z,tt0080549,3,http://www.wikidata.org/entity/Q15507817,Bernard Schwartz
52nd Academy Awards,1980,Academy Award for Best Picture,http://www.wikidata.org/entity/Q182692,Apocalypse Now,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1980-04-14T00:00:00Z,tt0078788,0,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola
52nd Academy Awards,1980,Academy Award for Best Picture,http://www.wikidata.org/entity/Q193577,Kramer vs. Kramer,http://www.wikidata.org/entity/Q59085,Robert Benton,1980-04-14T00:00:00Z,tt0079417,1,http://www.wikidata.org/entity/Q3496862,Stanley R. Jaffe
52nd Academy Awards,1980,Academy Award for Best Picture,http://www.wikidata.org/entity/Q731082,Breaking Away,http://www.wikidata.org/entity/Q314301,Peter Yates,1980-04-14T00:00:00Z,tt0078902,,http://www.wikidata.org/entity/Q314301,Peter Yates
52nd Academy Awards,1980,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1353441,All That Jazz,http://www.wikidata.org/entity/Q313256,Bob Fosse,1980-04-14T00:00:00Z,tt0078754,2,http://www.wikidata.org/entity/Q1519933,Robert Alan Aurthur
52nd Academy Awards,1980,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1419066,Norma Rae,http://www.wikidata.org/entity/Q287451,Martin Ritt,1980-04-14T00:00:00Z,tt0079638,3,http://www.wikidata.org/entity/Q7680769,Tamara Asseyev
51st Academy Awards,1979,Academy Award for Best Picture,http://www.wikidata.org/entity/Q174699,Midnight Express,http://www.wikidata.org/entity/Q271284,Alan Parker,1979-04-09T00:00:00Z,tt0077928,0,http://www.wikidata.org/entity/Q335507,David Puttnam
51st Academy Awards,1979,Academy Award for Best Picture,http://www.wikidata.org/entity/Q201674,The Deer Hunter,http://www.wikidata.org/entity/Q59129,Michael Cimino,1979-04-09T00:00:00Z,tt0077416,1,http://www.wikidata.org/entity/Q59129,Michael Cimino
51st Academy Awards,1979,Academy Award for Best Picture,http://www.wikidata.org/entity/Q637180,Heaven Can Wait,http://www.wikidata.org/entity/Q95030,Warren Beatty,1979-04-09T00:00:00Z,tt0077663,,http://www.wikidata.org/entity/Q95030,Warren Beatty
51st Academy Awards,1979,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1306726,An Unmarried Woman,http://www.wikidata.org/entity/Q270560,Paul Mazursky,1979-04-09T00:00:00Z,tt0078444,3,http://www.wikidata.org/entity/Q270560,Paul Mazursky
51st Academy Awards,1979,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1114683,Coming Home,http://www.wikidata.org/entity/Q358370,Hal Ashby,1979-04-09T00:00:00Z,tt0077362,,http://www.wikidata.org/entity/Q6182734,Jerome Hellman
50th Academy Awards,1978,Academy Award for Best Picture,http://www.wikidata.org/entity/Q451558,The Turning Point,http://www.wikidata.org/entity/Q711415,Herbert Ross,1978-04-03T00:00:00Z,tt0076843,3,http://www.wikidata.org/entity/Q710334,Arthur Laurents
50th Academy Awards,1978,Academy Award for Best Picture,http://www.wikidata.org/entity/Q233464,Annie Hall,http://www.wikidata.org/entity/Q25089,Woody Allen,1978-04-03T00:00:00Z,tt0075686,3,http://www.wikidata.org/entity/Q376138,Charles H. Joffe
50th Academy Awards,1978,Academy Award for Best Picture,http://www.wikidata.org/entity/Q679746,The Goodbye Girl,http://www.wikidata.org/entity/Q711415,Herbert Ross,1978-04-03T00:00:00Z,tt0076095,3,http://www.wikidata.org/entity/Q466254,Ray Stark
50th Academy Awards,1978,Academy Award for Best Picture,http://www.wikidata.org/entity/Q17738,Star Wars: Episode IV – A New Hope,http://www.wikidata.org/entity/Q38222,George Lucas,1978-04-03T00:00:00Z,tt0076759,1,http://www.wikidata.org/entity/Q1494912,Gary Kurtz
50th Academy Awards,1978,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1166180,Julia,http://www.wikidata.org/entity/Q55420,Fred Zinnemann,1978-04-03T00:00:00Z,tt0076245,3,http://www.wikidata.org/entity/Q22162554,Richard Roth
49th Academy Awards,1977,Academy Award for Best Picture,http://www.wikidata.org/entity/Q47221,Taxi Driver,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1977-03-28T00:00:00Z,tt0075314,1,http://www.wikidata.org/entity/Q4354599,Michael Phillips
49th Academy Awards,1977,Academy Award for Best Picture,http://www.wikidata.org/entity/Q188652,Rocky,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1977-03-28T00:00:00Z,tt0075148,1,http://www.wikidata.org/entity/Q721027,Robert Chartoff
49th Academy Awards,1977,Academy Award for Best Picture,http://www.wikidata.org/entity/Q466781,All the President's Men,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1977-03-28T00:00:00Z,tt0074119,1,http://www.wikidata.org/entity/Q2543889,Walter Coblenz
49th Academy Awards,1977,Academy Award for Best Picture,http://www.wikidata.org/entity/Q533585,Bound for Glory,http://www.wikidata.org/entity/Q358370,Hal Ashby,1977-03-28T00:00:00Z,tt0074235,,http://www.wikidata.org/entity/Q15842665,Robert F. Blumofe
49th Academy Awards,1977,Academy Award for Best Picture,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z,tt0074958,3,http://www.wikidata.org/entity/Q15816057,Howard Gottfried
48th Academy Awards,1976,Academy Award for Best Picture,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z,tt0073486,2,http://www.wikidata.org/entity/Q119798,Michael Douglas
48th Academy Awards,1976,Academy Award for Best Picture,http://www.wikidata.org/entity/Q189505,Jaws,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1976-03-29T00:00:00Z,tt0073195,3,http://www.wikidata.org/entity/Q359311,Richard D. Zanuck
48th Academy Awards,1976,Academy Award for Best Picture,http://www.wikidata.org/entity/Q458656,Dog Day Afternoon,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1976-03-29T00:00:00Z,tt0072890,3,http://www.wikidata.org/entity/Q376582,Martin Bregman
48th Academy Awards,1976,Academy Award for Best Picture,http://www.wikidata.org/entity/Q471716,Barry Lyndon,http://www.wikidata.org/entity/Q2001,Stanley Kubrick,1976-03-29T00:00:00Z,tt0072684,1,http://www.wikidata.org/entity/Q2001,Stanley Kubrick
48th Academy Awards,1976,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1424258,Nashville,http://www.wikidata.org/entity/Q55163,Robert Altman,1976-03-29T00:00:00Z,tt0073440,3,http://www.wikidata.org/entity/Q55163,Robert Altman
47th Academy Awards,1975,Academy Award for Best Picture,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z,tt0071562,2,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola
47th Academy Awards,1975,Academy Award for Best Picture,http://www.wikidata.org/entity/Q644987,Chinatown,http://www.wikidata.org/entity/Q51552,Roman Polanski,1975-04-08T00:00:00Z,tt0071315,2,http://www.wikidata.org/entity/Q1826885,Robert Evans
47th Academy Awards,1975,Academy Award for Best Picture,http://www.wikidata.org/entity/Q372959,The Towering Inferno,http://www.wikidata.org/entity/Q137489,John Guillermin,1975-04-08T00:00:00Z,tt0072308,1,http://www.wikidata.org/entity/Q740071,Irwin Allen
47th Academy Awards,1975,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1009788,The Conversation,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z,tt0071360,1,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola
47th Academy Awards,1975,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1623002,Lenny,http://www.wikidata.org/entity/Q313256,Bob Fosse,1975-04-08T00:00:00Z,tt0071746,,http://www.wikidata.org/entity/Q3850417,Marvin Worth
46th Academy Awards,1974,Academy Award for Best Picture,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z,tt0070735,1,http://www.wikidata.org/entity/Q588745,Tony Bill
46th Academy Awards,1974,Academy Award for Best Picture,http://www.wikidata.org/entity/Q274167,The Exorcist,http://www.wikidata.org/entity/Q51582,William Friedkin,1974-04-02T00:00:00Z,tt0070047,3,http://www.wikidata.org/entity/Q540784,William Peter Blatty
46th Academy Awards,1974,Academy Award for Best Picture,http://www.wikidata.org/entity/Q375855,American Graffiti,http://www.wikidata.org/entity/Q38222,George Lucas,1974-04-02T00:00:00Z,tt0069704,2,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola
46th Academy Awards,1974,Academy Award for Best Picture,http://www.wikidata.org/entity/Q830874,Cries and Whispers,http://www.wikidata.org/entity/Q7546,Ingmar Bergman,1974-04-02T00:00:00Z,tt0069467,3,http://www.wikidata.org/entity/Q7546,Ingmar Bergman
46th Academy Awards,1974,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1622883,A Touch of Class,http://www.wikidata.org/entity/Q41131,Melvin Frank,1974-04-02T00:00:00Z,tt0070819,2,http://www.wikidata.org/entity/Q41131,Melvin Frank
45th Academy Awards,1973,Academy Award for Best Picture,http://www.wikidata.org/entity/Q47703,The Godfather,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1973-03-27T00:00:00Z,tt0068646,2,http://www.wikidata.org/entity/Q280490,Albert S. Ruddy
45th Academy Awards,1973,Academy Award for Best Picture,http://www.wikidata.org/entity/Q564802,The Emigrants,http://www.wikidata.org/entity/Q381876,Jan Troell,1973-03-27T00:00:00Z,tt0067919,3,http://www.wikidata.org/entity/Q4683793,Bengt Forslund
45th Academy Awards,1973,Academy Award for Best Picture,http://www.wikidata.org/entity/Q814778,Deliverance,http://www.wikidata.org/entity/Q55277,John Boorman,1973-03-27T00:00:00Z,tt0068473,1,http://www.wikidata.org/entity/Q55277,John Boorman
45th Academy Awards,1973,Academy Award for Best Picture,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z,tt0068327,3,http://www.wikidata.org/entity/Q963035,Cy Feuer
45th Academy Awards,1973,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1622751,Sounder,http://www.wikidata.org/entity/Q287451,Martin Ritt,1973-03-27T00:00:00Z,tt0069303,,http://www.wikidata.org/entity/Q4027139,Robert B. Radnitz
44th Academy Awards,1972,Academy Award for Best Picture,http://www.wikidata.org/entity/Q181086,A Clockwork Orange,http://www.wikidata.org/entity/Q2001,Stanley Kubrick,1972-04-10T00:00:00Z,tt0066921,1,http://www.wikidata.org/entity/Q2001,Stanley Kubrick
44th Academy Awards,1972,Academy Award for Best Picture,http://www.wikidata.org/entity/Q220735,The French Connection,http://www.wikidata.org/entity/Q51582,William Friedkin,1972-04-10T00:00:00Z,tt0067116,1,http://www.wikidata.org/entity/Q7183409,Philip D'Antoni
44th Academy Awards,1972,Academy Award for Best Picture,http://www.wikidata.org/entity/Q512475,Nicholas and Alexandra,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1972-04-10T00:00:00Z,tt0067483,3,http://www.wikidata.org/entity/Q31292,Sam Spiegel
44th Academy Awards,1972,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1218959,The Last Picture Show,http://www.wikidata.org/entity/Q158250,Peter Bogdanovich,1972-04-10T00:00:00Z,tt0067328,2,http://www.wikidata.org/entity/Q4231940,Stephen J. Friedman
44th Academy Awards,1972,Academy Award for Best Picture,http://www.wikidata.org/entity/Q934036,Fiddler on the Roof,http://www.wikidata.org/entity/Q309214,Norman Jewison,1972-04-10T00:00:00Z,tt0067093,,http://www.wikidata.org/entity/Q309214,Norman Jewison
43rd Academy Awards,1971,Academy Award for Best Picture,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z,tt0066206,1,http://www.wikidata.org/entity/Q1313523,Frank McCarthy
43rd Academy Awards,1971,Academy Award for Best Picture,http://www.wikidata.org/entity/Q494085,MASH,http://www.wikidata.org/entity/Q55163,Robert Altman,1971-04-15T00:00:00Z,tt0066026,,http://www.wikidata.org/entity/Q84719,Ingo Preminger
43rd Academy Awards,1971,Academy Award for Best Picture,http://www.wikidata.org/entity/Q409022,Airport,http://www.wikidata.org/entity/Q288337,George Seaton,1971-04-15T00:00:00Z,tt0065377,3,http://www.wikidata.org/entity/Q2754518,Ross Hunter
43rd Academy Awards,1971,Academy Award for Best Picture,http://www.wikidata.org/entity/Q729991,Love Story,http://www.wikidata.org/entity/Q455043,Arthur Hiller,1971-04-15T00:00:00Z,tt0066011,1,http://www.wikidata.org/entity/Q5919717,Howard G. Minsky
43rd Academy Awards,1971,Academy Award for Best Picture,http://www.wikidata.org/entity/Q1116991,Five Easy Pieces,http://www.wikidata.org/entity/Q95039,Bob Rafelson,1971-04-15T00:00:00Z,tt0065724,3,http://www.wikidata.org/entity/Q22101725,Richard Wechsler
42nd Academy Awards,1970,Academy Award for Best Picture,http://www.wikidata.org/entity/Q61696,Midnight Cowboy,http://www.wikidata.org/entity/Q55303,John Schlesinger,1970-04-07T00:00:00Z,tt0064665,1,http://www.wikidata.org/entity/Q6182734,Jerome Hellman
42nd Academy Awards,1970,Academy Award for Best Picture,http://www.wikidata.org/entity/Q136605,Z,http://www.wikidata.org/entity/Q296698,Costa-Gavras,1970-04-07T00:00:00Z,tt0065234,1,http://www.wikidata.org/entity/Q561124,Jacques Perrin
